x-idx,y-idx,value
0,0,6369
1,0,16407
2,0,17716
3,0,19072
4,0,21407
5,0,23765
6,0,23532
7,0,23912
8,0,24085
9,0,24305
10,0,24401
11,0,23491
0,1,5974
1,1,15285
2,1,16516
3,1,18005
4,1,19689
5,1,23034
6,1,24087
7,1,24522
8,1,24670
9,1,25043
10,1,24955
11,1,24433
0,2,4975
1,2,15060
2,2,16211
3,2,17642
4,2,19576
5,2,23488
6,2,24204
7,2,24418
8,2,24199
9,2,23421
10,2,22687
11,2,23138
0,3,7895
1,3,16568
2,3,17354
3,3,18804
4,3,19809
5,3,23892
6,3,23805
7,3,23644
8,3,22883
9,3,22571
10,3,22196
11,3,23047
0,4,9853
1,4,22050
2,4,23308
3,4,23805
4,4,23724
5,4,23450
6,4,22943
7,4,23365
8,4,23032
9,4,22318
10,4,22551
11,4,23154
0,5,10186
1,5,21107
2,5,23069
3,5,23532
4,5,23536
5,5,23468
6,5,23485
7,5,23338
8,5,23538
9,5,22902
10,5,21921
11,5,22857
0,6,10260
1,6,22086
2,6,23141
3,6,23786
4,6,23674
5,6,23449
6,6,23310
7,6,23531
8,6,23804
9,6,23470
10,6,22578
11,6,22926
0,7,12124
1,7,18853
2,7,20206
3,7,21972
4,7,22155
5,7,23571
6,7,23168
7,7,23653
8,7,23874
9,7,23609
10,7,23646
11,7,22848
0,8,14962
1,8,18546
2,8,19453
3,8,20459
4,8,20318
5,8,23630
6,8,20390
7,8,23581
8,8,23740
9,8,23895
10,8,24100
11,8,22923
0,9,16577
1,9,19912
2,9,20565
3,9,21552
4,9,20916
5,9,23159
6,9,23190
7,9,23424
8,9,23533
9,9,23581
10,9,24065
11,9,23174
0,10,9814
1,10,20898
2,10,22063
3,10,22055
4,10,21866
5,10,21537
6,10,21652
7,10,21848
8,10,22198
9,10,22503
10,10,22866
11,10,21385
0,11,8265
1,11,12024
2,11,17982
3,11,17986
4,11,17237
5,11,16543
6,11,17005
7,11,17009
8,11,18225
9,11,19448
10,11,20368
11,11,18158
