x-idx,y-idx,value
0,0,-29
1,0,8
2,0,7
3,0,38
4,0,22
5,0,22
6,0,24
7,0,-380
8,0,-239
9,0,-112
10,0,-55
11,0,-165
0,1,-36
1,1,25
2,1,41
3,1,13
4,1,33
5,1,16
6,1,24
7,1,-68
8,1,-95
9,1,-72
10,1,-22
11,1,-56
0,2,-45
1,2,15
2,2,69
3,2,16
4,2,17
5,2,12
6,2,11
7,2,27
8,2,-2
9,2,-26
10,2,-24
11,2,-43
0,3,-20
1,3,4
2,3,-17
3,3,44
4,3,46
5,3,60
6,3,47
7,3,51
8,3,3
9,3,32
10,3,-185
11,3,-550
0,4,-15
1,4,-19
2,4,17
3,4,57
4,4,30
5,4,1
6,4,27
7,4,32
8,4,18
9,4,28
10,4,28
11,4,44
0,5,-63
1,5,7
2,5,24
3,5,56
4,5,46
5,5,3
6,5,5
7,5,-1013
8,5,-127
9,5,198
10,5,298
11,5,564
0,6,-57
1,6,20
2,6,10
3,6,94
4,6,79
5,6,13
6,6,-586
7,6,-309
8,6,-788
9,6,-267
10,6,375
11,6,404
0,7,-28
1,7,22
2,7,45
3,7,0
4,7,24
5,7,110
6,7,-846
7,7,-1063
8,7,-623
9,7,373
10,7,479
11,7,568
0,8,-43
1,8,15
2,8,29
3,8,37
4,8,44
5,8,52
6,8,-966
7,8,-1033
8,8,-250
9,8,539
10,8,449
11,8,379
0,9,2
1,9,50
2,9,74
3,9,37
4,9,55
5,9,154
6,9,-705
7,9,-815
8,9,-835
9,9,-217
10,9,390
11,9,486
0,10,-111
1,10,0
2,10,48
3,10,54
4,10,94
5,10,60
6,10,108
7,10,-2693
8,10,-1351
9,10,-700
10,10,-287
11,10,-381
0,11,112
1,11,36
2,11,42
3,11,66
4,11,15
5,11,52
6,11,92
7,11,104
8,11,-2201
9,11,-916
10,11,-1539
11,11,-1163
