x-idx,y-idx,value
0,0,0
1,0,0
2,0,554
3,0,1933
4,0,3167
5,0,3775
6,0,3552
7,0,0
8,0,0
9,0,16
10,0,2481
11,0,5161
0,1,0
1,1,0
2,1,47
3,1,1014
4,1,1769
5,1,4666
6,1,6876
7,1,794
8,1,0
9,1,0
10,1,2193
11,1,6125
0,2,0
1,2,0
2,2,10
3,2,262
4,2,2457
5,2,7458
6,2,10578
7,2,5639
8,2,0
9,2,136
10,2,2612
11,2,6155
0,3,0
1,3,0
2,3,0
3,3,1011
4,3,4831
5,3,8749
6,3,15105
7,3,13578
8,3,7920
9,3,1229
10,3,2601
11,3,5368
0,4,0
1,4,0
2,4,0
3,4,4828
4,4,8831
5,4,12428
6,4,16878
7,4,15993
8,4,11745
9,4,4841
10,4,2281
11,4,2830
0,5,0
1,5,0
2,5,0
3,5,3116
4,5,10360
5,5,14566
6,5,19608
7,5,17363
8,5,15268
9,5,9004
10,5,2501
11,5,2323
0,6,0
1,6,0
2,6,0
3,6,2448
4,6,12204
5,6,17446
6,6,20541
7,6,17047
8,6,13931
9,6,7519
10,6,1160
11,6,1214
0,7,0
1,7,0
2,7,0
3,7,0
4,7,3521
5,7,12655
6,7,18070
7,7,16214
8,7,12701
9,7,5729
10,7,0
11,7,159
0,8,0
1,8,0
2,8,0
3,8,0
4,8,0
5,8,8101
6,8,12287
7,8,9945
8,8,4438
9,8,0
10,8,0
11,8,0
0,9,0
1,9,0
2,9,0
3,9,0
4,9,0
5,9,0
6,9,0
7,9,-1
8,9,0
9,9,0
10,9,0
11,9,0
0,10,0
1,10,0
2,10,0
3,10,0
4,10,0
5,10,0
6,10,0
7,10,0
8,10,0
9,10,0
10,10,0
11,10,0
0,11,0
1,11,0
2,11,0
3,11,0
4,11,0
5,11,0
6,11,0
7,11,0
8,11,0
9,11,0
10,11,0
11,11,0
