x-idx,y-idx,value
0,0,0
1,0,0
2,0,0
3,0,-639
4,0,2271
5,0,3398
6,0,3810
7,0,3367
8,0,2117
9,0,-209
10,0,0
11,0,0
0,1,0
1,1,0
2,1,-981
3,1,3266
4,1,9361
5,1,12325
6,1,12771
7,1,12951
8,1,10232
9,1,5495
10,1,765
11,1,0
0,2,0
1,2,0
2,2,2536
3,2,11516
4,2,15268
5,2,16665
6,2,17132
7,2,16637
8,2,14971
9,2,11226
10,2,4132
11,2,-21
0,3,-44
1,3,0
2,3,2463
3,3,14121
4,3,16048
5,3,18132
6,3,18782
7,3,18448
8,3,17590
9,3,15312
10,3,9329
11,3,1682
0,4,-488
1,4,-939
2,4,7907
3,4,15946
4,4,18121
5,4,19294
6,4,18650
7,4,18935
8,4,17854
9,4,15615
10,4,10395
11,4,4581
0,5,-349
1,5,-314
2,5,2374
3,5,14777
4,5,17585
5,5,19595
6,5,19420
7,5,18225
8,5,18302
9,5,16849
10,5,12581
11,5,5538
0,6,2706
1,6,-575
2,6,2127
3,6,14536
4,6,17335
5,6,17323
6,6,17449
7,6,16605
8,6,16738
9,6,15901
10,6,10777
11,6,5562
0,7,5920
1,7,107
2,7,449
3,7,9333
4,7,12712
5,7,14512
6,7,14991
7,7,14553
8,7,14637
9,7,13728
10,7,10943
11,7,4903
0,8,7346
1,8,3636
2,8,1074
3,8,2488
4,8,9082
5,8,11297
6,8,11051
7,8,11423
8,8,11531
9,8,9877
10,8,7105
11,8,4226
0,9,6516
1,9,7832
2,9,3755
3,9,2525
4,9,483
5,9,2888
6,9,5184
7,9,6311
8,9,6480
9,9,1147
10,9,2465
11,9,1691
0,10,5333
1,10,8093
2,10,7200
3,10,2892
4,10,279
5,10,-665
6,10,-1308
7,10,-1540
8,10,-796
9,10,0
10,10,-52
11,10,2853
0,11,3639
1,11,6344
2,11,8186
3,11,8291
4,11,918
5,11,-4
6,11,32
7,11,298
8,11,-43
9,11,0
10,11,-260
11,11,3066
