x-idx,y-idx,value
0,0,622
1,0,395
2,0,295
3,0,370
4,0,419
5,0,360
6,0,363
7,0,286
8,0,-1911
9,0,-1918
10,0,-1601
11,0,-1832
0,1,693
1,1,401
2,1,391
3,1,633
4,1,587
5,1,620
6,1,581
7,1,552
8,1,-1611
9,1,-1591
10,1,-1369
11,1,-1486
0,2,796
1,2,500
2,2,500
3,2,646
4,2,657
5,2,607
6,2,565
7,2,604
8,2,-746
9,2,-1409
10,2,-1242
11,2,-1546
0,3,793
1,3,360
2,3,433
3,3,575
4,3,590
5,3,482
6,3,481
7,3,534
8,3,630
9,3,514
10,3,-358
11,3,-1449
0,4,704
1,4,498
2,4,436
3,4,468
4,4,431
5,4,432
6,4,373
7,4,430
8,4,592
9,4,572
10,4,298
11,4,276
0,5,926
1,5,604
2,5,546
3,5,379
4,5,445
5,5,516
6,5,522
7,5,-1945
8,5,-3441
9,5,-1571
10,5,-1006
11,5,-1470
0,6,1131
1,6,521
2,6,611
3,6,561
4,6,527
5,6,519
6,6,-4107
7,6,-1821
8,6,-2638
9,6,-3763
10,6,-3474
11,6,-2911
0,7,1067
1,7,602
2,7,607
3,7,691
4,7,710
5,7,641
6,7,-3255
7,7,-1883
8,7,-4357
9,7,-4253
10,7,-2947
11,7,-2852
0,8,1037
1,8,680
2,8,758
3,8,738
4,8,775
5,8,868
6,8,-3548
7,8,-2586
8,8,-4307
9,8,-3672
10,8,-2716
11,8,-2294
0,9,1265
1,9,756
2,9,708
3,9,858
4,9,905
5,9,794
6,9,816
7,9,-4703
8,9,-3190
9,9,-4051
10,9,-3368
11,9,-3642
0,10,5238
1,10,925
2,10,838
3,10,869
4,10,903
5,10,895
6,10,927
7,10,-497
8,10,-6312
9,10,-3662
10,10,-4043
11,10,-4575
0,11,788
1,11,1784
2,11,1346
3,11,1371
4,11,1501
5,11,1500
6,11,1597
7,11,1504
8,11,1422
9,11,-4430
10,11,-6662
11,11,-6222
