x-idx,y-idx,value
0,0,2556
1,0,3764
2,0,1599
3,0,272
4,0,0
5,0,0
6,0,0
7,0,1326
8,0,511
9,0,103
10,0,0
11,0,0
0,1,4026
1,1,4702
2,1,3415
3,1,322
4,1,0
5,1,0
6,1,0
7,1,1088
8,1,683
9,1,193
10,1,3
11,1,0
0,2,7546
1,2,8781
2,2,7470
3,2,3626
4,2,0
5,2,0
6,2,0
7,2,376
8,2,207
9,2,43
10,2,0
11,2,0
0,3,11517
1,3,14856
2,3,13465
3,3,11695
4,3,7385
5,3,1210
6,3,0
7,3,0
8,3,0
9,3,0
10,3,0
11,3,0
0,4,13452
1,4,17224
2,4,17084
3,4,15287
4,4,12709
5,4,7528
6,4,0
7,4,0
8,4,0
9,4,0
10,4,0
11,4,0
0,5,13130
1,5,17045
2,5,18403
3,5,18309
4,5,17265
5,5,14249
6,5,6726
7,5,0
8,5,0
9,5,0
10,5,0
11,5,0
0,6,9836
1,6,16764
2,6,17899
3,6,18045
4,6,16498
5,6,11866
6,6,3475
7,6,0
8,6,0
9,6,0
10,6,0
11,6,0
0,7,3357
1,7,11651
2,7,15460
3,7,16508
4,7,13320
5,7,10646
6,7,2499
7,7,0
8,7,0
9,7,0
10,7,0
11,7,0
0,8,0
1,8,4601
2,8,9832
3,8,11131
4,8,7462
5,8,1737
6,8,0
7,8,0
8,8,0
9,8,0
10,8,0
11,8,0
0,9,0
1,9,0
2,9,0
3,9,101
4,9,0
5,9,0
6,9,0
7,9,0
8,9,0
9,9,0
10,9,0
11,9,0
0,10,0
1,10,0
2,10,0
3,10,0
4,10,0
5,10,0
6,10,0
7,10,0
8,10,0
9,10,0
10,10,0
11,10,0
0,11,0
1,11,0
2,11,0
3,11,0
4,11,0
5,11,0
6,11,0
7,11,0
8,11,0
9,11,0
10,11,0
11,11,0
