x-idx,y-idx,value
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
0,1,0
1,1,0
2,1,0
3,1,0
4,1,0
5,1,0
6,1,0
7,1,0
8,1,0
9,1,0
10,1,0
11,1,0
0,2,0
1,2,0
2,2,0
3,2,0
4,2,0
5,2,0
6,2,0
7,2,0
8,2,0
9,2,0
10,2,0
11,2,0
0,3,0
1,3,0
2,3,0
3,3,0
4,3,0
5,3,3440
6,3,4228
7,3,3158
8,3,0
9,3,0
10,3,0
11,3,0
0,4,138
1,4,129
2,4,0
3,4,0
4,4,3926
5,4,8679
6,4,8476
7,4,6712
8,4,2304
9,4,0
10,4,0
11,4,0
0,5,613
1,5,1346
2,5,33
3,5,0
4,5,2844
5,5,9363
6,5,11334
7,5,8713
8,5,4832
9,5,94
10,5,0
11,5,0
0,6,1513
1,6,1858
2,6,226
3,6,0
4,6,1635
5,6,5549
6,6,4330
7,6,2558
8,6,1878
9,6,0
10,6,0
11,6,0
0,7,2098
1,7,3128
2,7,1018
3,7,0
4,7,0
5,7,0
6,7,1033
7,7,796
8,7,204
9,7,344
10,7,81
11,7,11
0,8,3006
1,8,4042
2,8,637
3,8,0
4,8,0
5,8,0
6,8,-459
7,8,-1872
8,8,-214
9,8,1175
10,8,891
11,8,717
0,9,3374
1,9,4442
2,9,1724
3,9,0
4,9,0
5,9,982
6,9,5661
7,9,4814
8,9,2782
9,9,1996
10,9,1553
11,9,1120
0,10,2977
1,10,3735
2,10,441
3,10,0
4,10,0
5,10,3693
6,10,3979
7,10,3455
8,10,2505
9,10,1943
10,10,1358
11,10,1015
0,11,2327
1,11,2685
2,11,453
3,11,0
4,11,0
5,11,2644
6,11,3843
7,11,3315
8,11,2243
9,11,1306
10,11,869
11,11,246
