x-idx,y-idx,value
0,0,19483
1,0,23742
2,0,24572
3,0,24798
4,0,24879
5,0,25072
6,0,24918
7,0,25164
8,0,25416
9,0,24189
10,0,23342
11,0,22636
0,1,20609
1,1,24269
2,1,25580
3,1,25805
4,1,25771
5,1,25742
6,1,25358
7,1,25844
8,1,25991
9,1,24424
10,1,23360
11,1,22398
0,2,20302
1,2,24628
2,2,25731
3,2,25879
4,2,25729
5,2,25694
6,2,25684
7,2,25765
8,2,25598
9,2,23518
10,2,21867
11,2,21491
0,3,20400
1,3,24057
2,3,25278
3,3,25763
4,3,24554
5,3,25664
6,3,25494
7,3,25339
8,3,24349
9,3,24065
10,3,23648
11,3,24209
0,4,19958
1,4,24366
2,4,25326
3,4,25640
4,4,25538
5,4,25340
6,4,24735
7,4,25037
8,4,24574
9,4,23767
10,4,23917
11,4,24295
0,5,19465
1,5,23558
2,5,25042
3,5,25469
4,5,25394
5,5,25255
6,5,25252
7,5,25106
8,5,23886
9,5,20205
10,5,18473
11,5,21903
0,6,18775
1,6,24299
2,6,25096
3,6,25521
4,6,25323
5,6,25209
6,6,25074
7,6,19192
8,6,17188
9,6,15502
10,6,13069
11,6,13829
0,7,19400
1,7,23823
2,7,25127
3,7,25531
4,7,23918
5,7,25277
6,7,25173
7,7,18932
8,7,16284
9,7,11996
10,7,8369
11,7,7725
0,8,19954
1,8,24402
2,8,25299
3,8,25585
4,8,22882
5,8,25287
6,8,25147
7,8,18780
8,8,15191
9,8,10640
10,8,7179
11,8,6079
0,9,19357
1,9,23787
2,9,24981
3,9,25363
4,9,22917
5,9,24947
6,9,24927
7,9,25167
8,9,18458
9,9,14675
10,9,10985
11,9,9288
0,10,12864
1,10,22652
2,10,23812
3,10,23857
4,10,23738
5,10,23525
6,10,23534
7,10,23760
8,10,24167
9,10,17453
10,10,15066
11,10,14509
0,11,7907
1,11,17961
2,11,20286
3,11,20373
4,11,20023
5,11,19741
6,11,19673
7,11,19991
8,11,20864
9,11,21807
10,11,22602
11,11,20436
