x-idx,y-idx,value
0,0,0
1,0,0
2,0,0
3,0,2046
4,0,7216
5,0,10754
6,0,11351
7,0,9945
8,0,6000
9,0,299
10,0,0
11,0,0
0,1,0
1,1,0
2,1,1893
3,1,12136
4,1,19388
5,1,22387
6,1,22659
7,1,22663
8,1,19857
9,1,13211
10,1,3756
11,1,0
0,2,0
1,2,0
2,2,10682
3,2,21101
4,2,25370
5,2,26972
6,2,27282
7,2,26851
8,2,24713
9,2,19148
10,2,9531
11,2,0
0,3,0
1,3,0
2,3,13855
3,3,24432
4,3,26387
5,3,28907
6,3,29243
7,3,28975
8,3,27186
9,3,24139
10,3,17454
11,3,5702
0,4,1286
1,4,1321
2,4,19855
3,4,26673
4,4,28810
5,4,29607
6,4,29465
7,4,29247
8,4,28083
9,4,25056
10,4,18884
11,4,9685
0,5,1814
1,5,130
2,5,13432
3,5,25305
4,5,28423
5,5,28549
6,5,27875
7,5,27672
8,5,27414
9,5,25924
10,5,21506
11,5,10862
0,6,6076
1,6,868
2,6,14259
3,6,25053
4,6,26748
5,6,25454
6,6,24981
7,6,25254
8,6,25286
9,6,24156
10,6,18499
11,6,10365
0,7,10231
1,7,1683
2,7,5536
3,7,20963
4,7,21886
5,7,22596
6,7,22133
7,7,22245
8,7,23038
9,7,21834
10,7,17369
11,7,9327
0,8,9730
1,8,8085
2,8,4827
3,8,16179
4,8,17876
5,8,18047
6,8,17727
7,8,18557
8,8,19449
9,8,17450
10,8,10288
11,8,8599
0,9,9036
1,9,10189
2,9,8655
3,9,6420
4,9,8370
5,9,11569
6,9,12733
7,9,13824
8,9,14297
9,9,10677
10,9,3740
11,9,5346
0,10,7748
1,10,10774
2,10,13055
3,10,4986
4,10,1021
5,10,555
6,10,2490
7,10,2669
8,10,765
9,10,0
10,10,5
11,10,6363
0,11,5562
1,11,8804
2,11,14343
3,11,14654
4,11,1987
5,11,23
6,11,35
7,11,321
8,11,0
9,11,0
10,11,190
11,11,7422
