x-idx,y-idx,value
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
0,1,0
1,1,0
2,1,0
3,1,0
4,1,0
5,1,0
6,1,0
7,1,0
8,1,0
9,1,1
10,1,0
11,1,0
0,2,0
1,2,0
2,2,0
3,2,0
4,2,0
5,2,0
6,2,0
7,2,3330
8,2,7495
9,2,7673
10,2,6286
11,2,3651
0,3,0
1,3,0
2,3,0
3,3,0
4,3,0
5,3,0
6,3,0
7,3,6075
8,3,12940
9,3,14819
10,3,12855
11,3,10704
0,4,0
1,4,0
2,4,0
3,4,0
4,4,0
5,4,0
6,4,-27
7,4,11448
8,4,15633
9,4,16291
10,4,16026
11,4,15101
0,5,0
1,5,0
2,5,0
3,5,0
4,5,0
5,5,0
6,5,0
7,5,7648
8,5,15467
9,5,17043
10,5,16475
11,5,16248
0,6,0
1,6,0
2,6,0
3,6,0
4,6,0
5,6,-121
6,6,0
7,6,4493
8,6,11318
9,6,12181
10,6,11494
11,6,11744
0,7,0
1,7,0
2,7,0
3,7,0
4,7,0
5,7,76
6,7,393
7,7,0
8,7,2430
9,7,5411
10,7,6060
11,7,4694
0,8,0
1,8,0
2,8,0
3,8,0
4,8,0
5,8,1490
6,8,1708
7,8,0
8,8,1022
9,8,1207
10,8,1557
11,8,610
0,9,0
1,9,0
2,9,0
3,9,0
4,9,0
5,9,0
6,9,1807
7,9,2062
8,9,0
9,9,-366
10,9,1375
11,9,1767
0,10,0
1,10,0
2,10,0
3,10,0
4,10,0
5,10,0
6,10,349
7,10,1893
8,10,1493
9,10,0
10,10,-72
11,10,-135
0,11,0
1,11,0
2,11,0
3,11,0
4,11,0
5,11,0
6,11,0
7,11,0
8,11,-3
9,11,0
10,11,0
11,11,0
