x-idx,y-idx,value
0,0,732
1,0,3195
2,0,3075
3,0,-290
4,0,0
5,0,0
6,0,0
7,0,-459
8,0,-393
9,0,-157
10,0,-66
11,0,0
0,1,2791
1,1,5306
2,1,2942
3,1,1089
4,1,0
5,1,0
6,1,0
7,1,-522
8,1,-435
9,1,-256
10,1,-171
11,1,-100
0,2,4572
1,2,8827
2,2,7499
3,2,4400
4,2,106
5,2,0
6,2,0
7,2,-221
8,2,-82
9,2,0
10,2,-26
11,2,-87
0,3,9590
1,3,14171
2,3,14600
3,3,11797
4,3,8069
5,3,1020
6,3,0
7,3,0
8,3,0
9,3,0
10,3,0
11,3,0
0,4,11848
1,4,16492
2,4,17735
3,4,17882
4,4,13970
5,4,6956
6,4,0
7,4,0
8,4,0
9,4,0
10,4,0
11,4,0
0,5,11344
1,5,16210
2,5,17597
3,5,17521
4,5,16378
5,5,13122
6,5,4127
7,5,0
8,5,0
9,5,0
10,5,0
11,5,0
0,6,7205
1,6,15341
2,6,17259
3,6,17376
4,6,15411
5,6,10002
6,6,-2
7,6,0
8,6,0
9,6,0
10,6,0
11,6,0
0,7,-80
1,7,9258
2,7,14089
3,7,15155
4,7,11945
5,7,8204
6,7,-588
7,7,0
8,7,0
9,7,0
10,7,0
11,7,0
0,8,0
1,8,1478
2,8,7203
3,8,8914
4,8,4912
5,8,-213
6,8,0
7,8,0
8,8,0
9,8,0
10,8,0
11,8,0
0,9,0
1,9,0
2,9,0
3,9,-536
4,9,0
5,9,0
6,9,0
7,9,0
8,9,0
9,9,0
10,9,0
11,9,0
0,10,0
1,10,0
2,10,0
3,10,0
4,10,0
5,10,0
6,10,0
7,10,0
8,10,0
9,10,0
10,10,0
11,10,0
0,11,0
1,11,0
2,11,0
3,11,0
4,11,0
5,11,0
6,11,0
7,11,0
8,11,0
9,11,0
10,11,0
11,11,0
