x-idx,y-idx,value
0,0,3900
1,0,5630
2,0,2377
3,0,411
4,0,0
5,0,0
6,0,0
7,0,1995
8,0,762
9,0,151
10,0,0
11,0,0
0,1,6071
1,1,7036
2,1,5098
3,1,457
4,1,0
5,1,0
6,1,0
7,1,1498
8,1,1023
9,1,306
10,1,7
11,1,0
0,2,11263
1,2,13068
2,2,11226
3,2,5414
4,2,0
5,2,0
6,2,0
7,2,546
8,2,293
9,2,43
10,2,0
11,2,0
0,3,17320
1,3,22321
2,3,20131
3,3,17537
4,3,11077
5,3,1807
6,3,0
7,3,0
8,3,0
9,3,0
10,3,0
11,3,0
0,4,20232
1,4,25930
2,4,25619
3,4,22946
4,4,18820
5,4,10633
6,4,0
7,4,0
8,4,0
9,4,0
10,4,0
11,4,0
0,5,19672
1,5,25642
2,5,27543
3,5,27446
4,5,25821
5,5,20390
6,5,9353
7,5,0
8,5,0
9,5,0
10,5,0
11,5,0
0,6,14654
1,6,25030
2,6,26876
3,6,27058
4,6,24777
5,6,17482
6,6,4634
7,6,0
8,6,0
9,6,0
10,6,0
11,6,0
0,7,5051
1,7,17428
2,7,23167
3,7,24698
4,7,20719
5,7,15754
6,7,2881
7,7,0
8,7,0
9,7,0
10,7,0
11,7,0
0,8,0
1,8,6891
2,8,14747
3,8,16597
4,8,11671
5,8,1879
6,8,0
7,8,0
8,8,0
9,8,0
10,8,0
11,8,0
0,9,0
1,9,0
2,9,0
3,9,150
4,9,0
5,9,0
6,9,0
7,9,0
8,9,0
9,9,0
10,9,0
11,9,0
0,10,0
1,10,0
2,10,0
3,10,0
4,10,0
5,10,0
6,10,0
7,10,0
8,10,0
9,10,0
10,10,0
11,10,0
0,11,0
1,11,0
2,11,0
3,11,0
4,11,0
5,11,0
6,11,0
7,11,0
8,11,0
9,11,0
10,11,0
11,11,0
