x-idx,y-idx,value
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
0,1,0
1,1,0
2,1,0
3,1,0
4,1,0
5,1,0
6,1,869
7,1,0
8,1,0
9,1,0
10,1,0
11,1,0
0,2,0
1,2,0
2,2,0
3,2,0
4,2,1126
5,2,10179
6,2,12900
7,2,8379
8,2,1215
9,2,0
10,2,0
11,2,0
0,3,0
1,3,0
2,3,0
3,3,0
4,3,10249
5,3,19939
6,3,21606
7,3,19229
8,3,12030
9,3,1885
10,3,0
11,3,0
0,4,117
1,4,0
2,4,0
3,4,8794
4,4,20140
5,4,24512
6,4,24609
7,4,22475
8,4,15973
9,4,4876
10,4,0
11,4,0
0,5,954
1,5,939
2,5,0
3,5,4838
4,5,17866
5,5,22624
6,5,22374
7,5,21798
8,5,19238
9,5,10880
10,5,1182
11,5,1
0,6,2190
1,6,1350
2,6,0
3,6,188
4,6,12913
5,6,16912
6,6,18108
7,6,17537
8,6,13732
9,6,6649
10,6,1240
11,6,562
0,7,3482
1,7,3676
2,7,0
3,7,0
4,7,5934
5,7,8392
6,7,10558
7,7,11377
8,7,9370
9,7,5265
10,7,2059
11,7,1210
0,8,4118
1,8,4164
2,8,0
3,8,391
4,8,6045
5,8,5107
6,8,5342
7,8,5529
8,8,4320
9,8,3736
10,8,2068
11,8,1324
0,9,4458
1,9,4642
2,9,532
3,9,1523
4,9,11053
5,9,12276
6,9,8719
7,9,7932
8,9,8527
9,9,8557
10,9,5472
11,9,1005
0,10,4300
1,10,4015
2,10,0
3,10,3169
4,10,11427
5,10,12749
6,10,13283
7,10,12333
8,10,10536
9,10,9419
10,10,4932
11,10,36
0,11,3661
1,11,3801
2,11,0
3,11,0
4,11,8797
5,11,11655
6,11,12188
7,11,11711
8,11,10214
9,11,7757
10,11,2155
11,11,0
