x-idx,y-idx,value
0,0,7259
1,0,10074
2,0,10837
3,0,12138
4,0,12834
5,0,15016
6,0,16814
7,0,16880
8,0,17169
9,0,17189
10,0,17401
11,0,16944
0,1,9424
1,1,8825
2,1,9330
3,1,10351
4,1,12568
5,1,13757
6,1,16999
7,1,17319
8,1,17643
9,1,17816
10,1,18192
11,1,17314
0,2,7990
1,2,9035
2,2,9169
3,2,10462
4,2,12678
5,2,14212
6,2,17106
7,2,17119
8,2,17188
9,2,17696
10,2,16323
11,2,16364
0,3,9495
1,3,11308
2,3,11544
3,3,12509
4,3,12408
5,3,15783
6,3,16671
7,3,16702
8,3,16941
9,3,16661
10,3,15916
11,3,16226
0,4,13359
1,4,15834
2,4,16489
3,4,16723
4,4,16782
5,4,16993
6,4,16041
7,4,16443
8,4,16044
9,4,15673
10,4,15746
11,4,16257
0,5,12808
1,5,14968
2,5,16163
3,5,16551
4,5,16568
5,5,17179
6,5,18082
7,5,16382
8,5,16460
9,5,16026
10,5,15308
11,5,16022
0,6,12895
1,6,15160
2,6,16048
3,6,16580
4,6,16505
5,6,16924
6,6,18999
7,6,16455
8,6,16607
9,6,16385
10,6,15703
11,6,16131
0,7,10876
1,7,12159
2,7,12997
3,7,14135
4,7,13717
5,7,16668
6,7,17906
7,7,16989
8,7,16762
9,7,16403
10,7,16415
11,7,15915
0,8,10529
1,8,12439
2,8,12856
3,8,13367
4,8,12723
5,8,16926
6,8,14801
7,8,16391
8,8,16553
9,8,16548
10,8,16707
11,8,15957
0,9,11402
1,9,12930
2,9,13464
3,9,13984
4,9,14409
5,9,17168
6,9,15803
7,9,16382
8,9,16445
9,9,16394
10,9,16639
11,9,16125
0,10,10535
1,10,14646
2,10,14841
3,10,15626
4,10,15838
5,10,15605
6,10,15291
7,10,15495
8,10,15668
9,10,15751
10,10,15950
11,10,14840
0,11,6070
1,11,13323
2,11,13488
3,11,13406
4,11,13093
5,11,12763
6,11,12475
7,11,13117
8,11,13580
9,11,14124
10,11,14490
11,11,12763
