x-idx,y-idx,value
0,0,4424
1,0,5543
2,0,2053
3,0,901
4,0,0
5,0,0
6,0,0
7,0,2363
8,0,1183
9,0,521
10,0,226
11,0,0
0,1,6374
1,1,7539
2,1,5198
3,1,603
4,1,0
5,1,0
6,1,0
7,1,1564
8,1,1352
9,1,813
10,1,486
11,1,333
0,2,11780
1,2,13805
2,2,11847
3,2,6089
4,2,0
5,2,0
6,2,0
7,2,752
8,2,485
9,2,340
10,2,150
11,2,237
0,3,17558
1,3,22686
2,3,20660
3,3,18111
4,3,11669
5,3,2663
6,3,0
7,3,0
8,3,0
9,3,0
10,3,0
11,3,0
0,4,20409
1,4,26041
2,4,25902
3,4,23342
4,4,19447
5,4,11190
6,4,0
7,4,0
8,4,0
9,4,0
10,4,0
11,4,0
0,5,20009
1,5,25700
2,5,27569
3,5,27500
4,5,25852
5,5,20597
6,5,9998
7,5,0
8,5,0
9,5,0
10,5,0
11,5,0
0,6,14948
1,6,25163
2,6,26925
3,6,27126
4,6,24901
5,6,17797
6,6,5170
7,6,0
8,6,0
9,6,0
10,6,0
11,6,0
0,7,5669
1,7,17669
2,7,23327
3,7,24841
4,7,20894
5,7,16102
6,7,3620
7,7,0
8,7,0
9,7,0
10,7,0
11,7,0
0,8,0
1,8,8627
2,8,15157
3,8,16843
4,8,12069
5,8,2612
6,8,0
7,8,0
8,8,0
9,8,0
10,8,0
11,8,0
0,9,0
1,9,0
2,9,0
3,9,1601
4,9,0
5,9,0
6,9,0
7,9,0
8,9,0
9,9,0
10,9,0
11,9,0
0,10,0
1,10,0
2,10,0
3,10,0
4,10,0
5,10,0
6,10,0
7,10,0
8,10,0
9,10,0
10,10,0
11,10,0
0,11,0
1,11,0
2,11,0
3,11,0
4,11,0
5,11,0
6,11,0
7,11,0
8,11,0
9,11,0
10,11,0
11,11,0
