x-idx,y-idx,value
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
0,1,0
1,1,0
2,1,0
3,1,0
4,1,0
5,1,0
6,1,0
7,1,0
8,1,0
9,1,-1
10,1,0
11,1,0
0,2,0
1,2,0
2,2,0
3,2,0
4,2,0
5,2,0
6,2,0
7,2,394
8,2,153
9,2,-218
10,2,-355
11,2,-588
0,3,0
1,3,0
2,3,0
3,3,0
4,3,0
5,3,0
6,3,0
7,3,1526
8,3,464
9,3,-542
10,3,-927
11,3,-1091
0,4,0
1,4,0
2,4,0
3,4,0
4,4,0
5,4,0
6,4,55
7,4,648
8,4,356
9,4,175
10,4,124
11,4,329
0,5,0
1,5,0
2,5,0
3,5,0
4,5,0
5,5,0
6,5,0
7,5,1207
8,5,422
9,5,241
10,5,120
11,5,88
0,6,0
1,6,0
2,6,0
3,6,0
4,6,0
5,6,438
6,6,0
7,6,-100
8,6,-1782
9,6,-1713
10,6,-1614
11,6,-2098
0,7,0
1,7,0
2,7,0
3,7,0
4,7,0
5,7,938
6,7,631
7,7,0
8,7,-1205
9,7,-911
10,7,-762
11,7,-866
0,8,0
1,8,0
2,8,0
3,8,0
4,8,0
5,8,964
6,8,1307
7,8,0
8,8,-836
9,8,-1022
10,8,-1021
11,8,-463
0,9,0
1,9,0
2,9,0
3,9,0
4,9,0
5,9,0
6,9,1065
7,9,969
8,9,0
9,9,1499
10,9,-1336
11,9,-1754
0,10,0
1,10,0
2,10,0
3,10,0
4,10,0
5,10,0
6,10,459
7,10,473
8,10,-1
9,10,10
10,10,193
11,10,178
0,11,0
1,11,0
2,11,0
3,11,0
4,11,0
5,11,0
6,11,0
7,11,0
8,11,9
9,11,10
10,11,0
11,11,0
