x-idx,y-idx,value
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
0,1,0
1,1,0
2,1,0
3,1,0
4,1,0
5,1,0
6,1,0
7,1,0
8,1,0
9,1,0
10,1,0
11,1,0
0,2,0
1,2,0
2,2,0
3,2,0
4,2,0
5,2,0
6,2,0
7,2,0
8,2,0
9,2,0
10,2,0
11,2,0
0,3,0
1,3,0
2,3,0
3,3,0
4,3,0
5,3,1708
6,3,3807
7,3,1905
8,3,0
9,3,0
10,3,0
11,3,0
0,4,0
1,4,4
2,4,0
3,4,0
4,4,2903
5,4,7989
6,4,8830
7,4,6216
8,4,1092
9,4,0
10,4,0
11,4,0
0,5,505
1,5,1040
2,5,0
3,5,0
4,5,917
5,5,9772
6,5,11922
7,5,10985
8,5,6926
9,5,0
10,5,0
11,5,0
0,6,1597
1,6,2370
2,6,0
3,6,0
4,6,0
5,6,6155
6,6,7334
7,6,7361
8,6,3047
9,6,0
10,6,0
11,6,0
0,7,5262
1,7,7292
2,7,953
3,7,0
4,7,0
5,7,0
6,7,1505
7,7,4688
8,7,3480
9,7,114
10,7,0
11,7,0
0,8,6027
1,8,7755
2,8,757
3,8,0
4,8,0
5,8,12
6,8,5194
7,8,8515
8,8,5406
9,8,871
10,8,460
11,8,202
0,9,5934
1,9,7470
2,9,4165
3,9,0
4,9,0
5,9,2312
6,9,7295
7,9,7086
8,9,3443
9,9,1800
10,9,1170
11,9,601
0,10,5296
1,10,6271
2,10,510
3,10,0
4,10,0
5,10,4125
6,10,5563
7,10,4164
8,10,2559
9,10,1612
10,10,934
11,10,466
0,11,3558
1,11,4907
2,11,571
3,11,0
4,11,0
5,11,2690
6,11,4399
7,11,3793
8,11,2098
9,11,749
10,11,231
11,11,0
