x-idx,y-idx,value
0,0,20076
1,0,24145
2,0,24874
3,0,25206
4,0,25320
5,0,25454
6,0,25305
7,0,25070
8,0,23266
9,0,22159
10,0,21686
11,0,20639
0,1,21266
1,1,24695
2,1,26012
3,1,26451
4,1,26391
5,1,26378
6,1,25963
7,1,26328
8,1,24285
9,1,22761
10,1,21969
11,1,20856
0,2,21053
1,2,25143
2,2,26300
3,2,26541
4,2,26403
5,2,26313
6,2,26260
7,2,26396
8,2,24850
9,2,22083
10,2,20601
11,2,19902
0,3,21173
1,3,24421
2,3,25694
3,3,26382
4,3,25190
5,3,26206
6,3,26022
7,3,25924
8,3,24982
9,3,24611
10,3,23105
11,3,22210
0,4,20647
1,4,24845
2,4,25779
3,4,26165
4,4,25999
5,4,25773
6,4,25135
7,4,25499
8,4,25184
9,4,24367
10,4,24243
11,4,24615
0,5,20328
1,5,24169
2,5,25612
3,5,25904
4,5,25885
5,5,25774
6,5,25779
7,5,22148
8,5,20318
9,5,18832
10,5,17765
11,5,20997
0,6,19849
1,6,24840
2,6,25717
3,6,26176
4,6,25929
5,6,25741
6,6,20381
7,6,17062
8,6,13762
9,6,11472
10,6,9970
11,6,11322
0,7,20439
1,7,24447
2,7,25779
3,7,26222
4,7,24652
5,7,26028
6,7,21072
7,7,15986
8,7,11304
9,7,8116
10,7,5901
11,7,5441
0,8,20948
1,8,25097
2,8,26086
3,8,26360
4,8,23701
5,8,26207
6,8,20633
7,8,15161
8,8,10634
9,8,7507
10,8,4912
11,8,4164
0,9,20624
1,9,24593
2,9,25763
3,9,26258
4,9,23877
5,9,25895
6,9,25038
7,9,19649
8,9,14433
9,9,10407
10,9,8007
11,9,6132
0,10,17991
1,10,23577
2,10,24698
3,10,24780
4,10,24735
5,10,24480
6,10,24569
7,10,20570
8,10,16504
9,10,13091
10,10,10736
11,10,9553
0,11,8807
1,11,19781
2,11,21674
3,11,21810
4,11,21539
5,11,21293
6,11,21362
7,11,21599
8,11,20085
9,11,16461
10,11,14401
11,11,13051
