x-idx,y-idx,value
0,0,12826
1,0,15789
2,0,16224
3,0,16381
4,0,16393
5,0,16584
6,0,16378
7,0,16857
8,0,17636
9,0,16841
10,0,16070
11,0,15710
0,1,13567
1,1,16050
2,1,16834
3,1,17003
4,1,16936
5,1,16934
6,1,16455
7,1,17121
8,1,17866
9,1,16807
10,1,16492
11,1,15475
0,2,13250
1,2,16225
2,2,17009
3,2,17001
4,2,16973
5,2,16970
6,2,16960
7,2,16905
8,2,17371
9,2,16211
10,2,14994
11,2,14937
0,3,13353
1,3,15909
2,3,16686
3,3,16976
4,3,15784
5,3,16913
6,3,16811
7,3,16660
8,3,16740
9,3,16626
10,3,15927
11,3,16837
0,4,13118
1,4,16081
2,4,16727
3,4,16937
4,4,16991
5,4,17110
6,4,16263
7,4,16459
8,4,16069
9,4,15608
10,4,15809
11,4,16025
0,5,12689
1,5,15559
2,5,16483
3,5,16848
4,5,16737
5,5,17425
6,5,18209
7,5,17699
8,5,17143
9,5,13959
10,5,12467
11,5,14715
0,6,12103
1,6,16026
2,6,16506
3,6,16823
4,6,16704
5,6,17147
6,6,19220
7,6,13532
8,6,12638
9,6,11714
10,6,9668
11,6,10057
0,7,12607
1,7,15683
2,7,16493
3,7,16796
4,7,15283
5,7,16853
6,7,19512
7,7,13613
8,7,12594
9,7,9266
10,7,6392
11,7,5904
0,8,12948
1,8,15988
2,8,16609
3,8,16713
4,8,14179
5,8,19236
6,8,18844
7,8,13676
8,8,11648
9,8,8161
10,8,5539
11,8,4695
0,9,12507
1,9,15559
2,9,16348
3,9,16597
4,9,15118
5,9,17322
6,9,17568
7,9,18606
8,9,13671
9,9,11185
10,9,8331
11,9,7183
0,10,6901
1,10,14708
2,10,15569
3,10,16067
4,10,15977
5,10,15680
6,10,15285
7,10,16890
8,10,18697
9,10,13071
10,10,11461
11,10,11291
0,11,5010
1,11,11390
2,11,13027
3,11,13054
4,11,12778
5,11,12610
6,11,12603
7,11,12752
8,11,14106
9,11,16399
10,11,17835
11,11,16058
