x-idx,y-idx,value
0,0,0
1,0,258
2,0,1320
3,0,1002
4,0,907
5,0,779
6,0,762
7,0,0
8,0,0
9,0,755
10,0,1636
11,0,1339
0,1,0
1,1,0
2,1,1017
3,1,971
4,1,685
5,1,1704
6,1,1864
7,1,571
8,1,0
9,1,28
10,1,1017
11,1,732
0,2,0
1,2,0
2,2,449
3,2,465
4,2,1278
5,2,1029
6,2,1224
7,2,491
8,2,0
9,2,643
10,2,986
11,2,382
0,3,0
1,3,0
2,3,18
3,3,1505
4,3,1107
5,3,997
6,3,1246
7,3,1250
8,3,545
9,3,235
10,3,720
11,3,1091
0,4,0
1,4,0
2,4,0
3,4,1227
4,4,1059
5,4,608
6,4,713
7,4,878
8,4,1361
9,4,832
10,4,740
11,4,864
0,5,0
1,5,0
2,5,0
3,5,1757
4,5,1257
5,5,583
6,5,703
7,5,664
8,5,1016
9,5,1286
10,5,792
11,5,941
0,6,0
1,6,0
2,6,0
3,6,1181
4,6,1260
5,6,650
6,6,683
7,6,833
8,6,1190
9,6,1509
10,6,1111
11,6,940
0,7,0
1,7,0
2,7,0
3,7,0
4,7,1093
5,7,1405
6,7,1214
7,7,1184
8,7,1429
9,7,1755
10,7,449
11,7,583
0,8,0
1,8,0
2,8,22
3,8,0
4,8,0
5,8,1747
6,8,1414
7,8,1398
8,8,1587
9,8,0
10,8,0
11,8,6
0,9,0
1,9,0
2,9,0
3,9,0
4,9,0
5,9,0
6,9,0
7,9,97
8,9,0
9,9,0
10,9,0
11,9,0
0,10,0
1,10,0
2,10,0
3,10,0
4,10,0
5,10,0
6,10,0
7,10,0
8,10,0
9,10,0
10,10,0
11,10,0
0,11,0
1,11,0
2,11,0
3,11,0
4,11,0
5,11,0
6,11,0
7,11,0
8,11,0
9,11,0
10,11,0
11,11,0
