x-idx,y-idx,value
0,0,593
1,0,403
2,0,302
3,0,408
4,0,441
5,0,382
6,0,387
7,0,-94
8,0,-2150
9,0,-2030
10,0,-1656
11,0,-1997
0,1,657
1,1,426
2,1,432
3,1,646
4,1,620
5,1,636
6,1,605
7,1,484
8,1,-1706
9,1,-1663
10,1,-1391
11,1,-1542
0,2,751
1,2,515
2,2,569
3,2,662
4,2,674
5,2,619
6,2,576
7,2,631
8,2,-748
9,2,-1435
10,2,-1266
11,2,-1589
0,3,773
1,3,364
2,3,416
3,3,619
4,3,636
5,3,542
6,3,528
7,3,585
8,3,633
9,3,546
10,3,-543
11,3,-1999
0,4,689
1,4,479
2,4,453
3,4,525
4,4,461
5,4,433
6,4,400
7,4,462
8,4,610
9,4,600
10,4,326
11,4,320
0,5,863
1,5,611
2,5,570
3,5,435
4,5,491
5,5,519
6,5,527
7,5,-2958
8,5,-3568
9,5,-1373
10,5,-708
11,5,-906
0,6,1074
1,6,541
2,6,621
3,6,655
4,6,606
5,6,532
6,6,-4693
7,6,-2130
8,6,-3426
9,6,-4030
10,6,-3099
11,6,-2507
0,7,1039
1,7,624
2,7,652
3,7,691
4,7,734
5,7,751
6,7,-4101
7,7,-2946
8,7,-4980
9,7,-3880
10,7,-2468
11,7,-2284
0,8,994
1,8,695
2,8,787
3,8,775
4,8,819
5,8,920
6,8,-4514
7,8,-3619
8,8,-4557
9,8,-3133
10,8,-2267
11,8,-1915
0,9,1267
1,9,806
2,9,782
3,9,895
4,9,960
5,9,948
6,9,111
7,9,-5518
8,9,-4025
9,9,-4268
10,9,-2978
11,9,-3156
0,10,5127
1,10,925
2,10,886
3,10,923
4,10,997
5,10,955
6,10,1035
7,10,-3190
8,10,-7663
9,10,-4362
10,10,-4330
11,10,-4956
0,11,900
1,11,1820
2,11,1388
3,11,1437
4,11,1516
5,11,1552
6,11,1689
7,11,1608
8,11,-779
9,11,-5346
10,11,-8201
11,11,-7385
