x-idx,y-idx,value
0,0,13374
1,0,16099
2,0,16582
3,0,16804
4,0,16726
5,0,16911
6,0,16723
7,0,16939
8,0,15745
9,0,14878
10,0,14545
11,0,13876
0,1,14142
1,1,16448
2,1,17384
3,1,17646
4,1,17611
5,1,17579
6,1,17097
7,1,17578
8,1,16262
9,1,15249
10,1,15191
11,1,13946
0,2,14122
1,2,16806
2,2,17425
3,2,17687
4,2,17573
5,2,17455
6,2,17450
7,2,17584
8,2,16758
9,2,14807
10,2,13792
11,2,13239
0,3,14139
1,3,16266
2,3,17163
3,3,17612
4,3,16437
5,3,17446
6,3,17383
7,3,17259
8,3,17341
9,3,17223
10,3,15657
11,3,15099
0,4,13734
1,4,16496
2,4,17155
3,4,17412
4,4,17491
5,4,17594
6,4,16571
7,4,16979
8,4,16735
9,4,16166
10,4,16044
11,4,16436
0,5,13594
1,5,16100
2,5,17076
3,5,17246
4,5,17263
5,5,17852
6,5,18659
7,5,15365
8,5,13627
9,5,12348
10,5,11694
11,5,13692
0,6,13310
1,6,16580
2,6,17130
3,6,17369
4,6,17195
5,6,17692
6,6,15163
7,6,11590
8,6,9697
9,6,7812
10,6,6434
11,6,7280
0,7,13568
1,7,16304
2,7,17153
3,7,17507
4,7,15897
5,7,17680
6,7,16229
7,7,11329
8,7,7904
9,7,5204
10,7,3599
11,7,3260
0,8,14007
1,8,16729
2,8,17336
3,8,17622
4,8,14953
5,8,20207
6,8,15242
7,8,10805
8,8,7260
9,8,4614
10,8,2963
11,8,2537
0,9,13756
1,9,16411
2,9,17165
3,9,17543
4,9,15970
5,9,18199
6,9,18321
7,9,13649
8,9,10207
9,9,7026
10,9,5075
11,9,3735
0,10,12041
1,10,15777
2,10,16469
3,10,16872
4,10,16929
5,10,16654
6,10,16415
7,10,15488
8,10,11858
9,10,9211
10,10,7341
11,10,6595
0,11,5776
1,11,13161
2,11,14431
3,11,14495
4,11,14396
5,11,14228
6,11,14135
7,11,14318
8,11,14879
9,11,11560
10,11,10617
11,11,9489
