x-idx,y-idx,value
0,0,0
1,0,0
2,0,807
3,0,1213
4,0,989
5,0,803
6,0,835
7,0,0
8,0,0
9,0,18
10,0,383
11,0,-1487
0,1,0
1,1,0
2,1,78
3,1,790
4,1,487
5,1,424
6,1,343
7,1,212
8,1,0
9,1,0
10,1,812
11,1,-1617
0,2,0
1,2,0
2,2,16
3,2,168
4,2,237
5,2,289
6,2,43
7,2,1919
8,2,0
9,2,136
10,2,831
11,2,-209
0,3,0
1,3,0
2,3,0
3,3,331
4,3,392
5,3,367
6,3,133
7,3,-33
8,3,1536
9,3,170
10,3,1124
11,3,236
0,4,0
1,4,0
2,4,0
3,4,672
4,4,411
5,4,377
6,4,128
7,4,199
8,4,226
9,4,2006
10,4,1031
11,4,809
0,5,0
1,5,0
2,5,0
3,5,706
4,5,550
5,5,300
6,5,175
7,5,156
8,5,235
9,5,761
10,5,1464
11,5,1111
0,6,0
1,6,0
2,6,0
3,6,409
4,6,704
5,6,344
6,6,191
7,6,161
8,6,215
9,6,1520
10,6,1571
11,6,898
0,7,0
1,7,0
2,7,0
3,7,0
4,7,415
5,7,768
6,7,377
7,7,301
8,7,334
9,7,1623
10,7,0
11,7,228
0,8,0
1,8,0
2,8,0
3,8,0
4,8,0
5,8,1281
6,8,808
7,8,728
8,8,922
9,8,0
10,8,0
11,8,0
0,9,0
1,9,0
2,9,0
3,9,0
4,9,0
5,9,0
6,9,0
7,9,0
8,9,0
9,9,0
10,9,0
11,9,0
0,10,0
1,10,0
2,10,0
3,10,0
4,10,0
5,10,0
6,10,0
7,10,0
8,10,0
9,10,0
10,10,0
11,10,0
0,11,0
1,11,0
2,11,0
3,11,0
4,11,0
5,11,0
6,11,0
7,11,0
8,11,0
9,11,0
10,11,0
11,11,0
