x-idx,y-idx,value
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
0,1,0
1,1,0
2,1,0
3,1,0
4,1,0
5,1,0
6,1,0
7,1,0
8,1,0
9,1,1
10,1,0
11,1,0
0,2,0
1,2,0
2,2,0
3,2,0
4,2,0
5,2,0
6,2,0
7,2,5076
8,2,11152
9,2,11159
10,2,9081
11,2,5090
0,3,0
1,3,0
2,3,0
3,3,0
4,3,0
5,3,0
6,3,0
7,3,9904
8,3,18528
9,3,21334
10,3,18875
11,3,15265
0,4,0
1,4,0
2,4,0
3,4,0
4,4,0
5,4,0
6,4,0
7,4,17423
8,4,23726
9,4,24514
10,4,24102
11,4,22816
0,5,0
1,5,0
2,5,0
3,5,0
4,5,0
5,5,0
6,5,0
7,5,12128
8,5,23297
9,5,25667
10,5,24945
11,5,24615
0,6,0
1,6,0
2,6,0
3,6,0
4,6,0
5,6,0
6,6,0
7,6,6809
8,6,16095
9,6,17489
10,6,16579
11,6,16691
0,7,0
1,7,0
2,7,0
3,7,0
4,7,0
5,7,585
6,7,400
7,7,0
8,7,3109
9,7,7822
10,7,8782
11,7,6718
0,8,0
1,8,0
2,8,0
3,8,0
4,8,0
5,8,1640
6,8,2669
7,8,0
8,8,1083
9,8,1297
10,8,1799
11,8,682
0,9,0
1,9,0
2,9,0
3,9,0
4,9,0
5,9,0
6,9,3212
7,9,3506
8,9,0
9,9,18
10,9,1375
11,9,1767
0,10,0
1,10,0
2,10,0
3,10,0
4,10,0
5,10,0
6,10,666
7,10,3096
8,10,2074
9,10,0
10,10,4
11,10,6
0,11,0
1,11,0
2,11,0
3,11,0
4,11,0
5,11,0
6,11,0
7,11,0
8,11,0
9,11,0
10,11,0
11,11,0
