x-idx,y-idx,value
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,43
8,0,457
9,0,567
10,0,630
11,0,541
0,1,0
1,1,0
2,1,0
3,1,0
4,1,0
5,1,0
6,1,680
7,1,540
8,1,628
9,1,596
10,1,622
11,1,583
0,2,0
1,2,0
2,2,0
3,2,0
4,2,22
5,2,628
6,2,1912
7,2,1233
8,2,1388
9,2,1476
10,2,1262
11,2,954
0,3,0
1,3,0
2,3,0
3,3,0
4,3,0
5,3,963
6,3,1087
7,3,2440
8,3,1234
9,3,1102
10,3,1068
11,3,1290
0,4,0
1,4,0
2,4,0
3,4,0
4,4,344
5,4,1510
6,4,816
7,4,1130
8,4,1902
9,4,1004
10,4,1036
11,4,1110
0,5,0
1,5,0
2,5,0
3,5,0
4,5,1990
5,5,2212
6,5,2334
7,5,2063
8,5,1387
9,5,2219
10,5,1150
11,5,1265
0,6,0
1,6,0
2,6,0
3,6,1704
4,6,1431
5,6,1258
6,6,1310
7,6,1389
8,6,1919
9,6,799
10,6,543
11,6,1215
0,7,0
1,7,0
2,7,0
3,7,884
4,7,598
5,7,1037
6,7,884
7,7,935
8,7,1229
9,7,1611
10,7,0
11,7,0
0,8,0
1,8,0
2,8,0
3,8,983
4,8,905
5,8,577
6,8,584
7,8,465
8,8,1147
9,8,1362
10,8,0
11,8,0
0,9,0
1,9,0
2,9,0
3,9,734
4,9,1142
5,9,564
6,9,508
7,9,594
8,9,698
9,9,846
10,9,1156
11,9,-459
0,10,0
1,10,75
2,10,0
3,10,1237
4,10,1090
5,10,585
6,10,522
7,10,670
8,10,867
9,10,757
10,10,1923
11,10,-298
0,11,0
1,11,325
2,11,30
3,11,0
4,11,1135
5,11,1227
6,11,853
7,11,1090
8,11,981
9,11,1205
10,11,1554
11,11,1117
