x-idx,y-idx,value
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,43
8,0,484
9,0,939
10,0,1177
11,0,908
0,1,0
1,1,0
2,1,0
3,1,0
4,1,0
5,1,0
6,1,909
7,1,1702
8,1,2730
9,1,3195
10,1,3461
11,1,3118
0,2,0
1,2,0
2,2,0
3,2,0
4,2,22
5,2,887
6,2,3672
7,2,6665
8,2,6908
9,2,5921
10,2,5417
11,2,4774
0,3,0
1,3,0
2,3,0
3,3,0
4,3,0
5,3,1704
6,3,3814
7,3,9452
8,3,11417
9,3,10407
10,3,9316
11,3,8951
0,4,0
1,4,0
2,4,0
3,4,0
4,4,344
5,4,4559
6,4,6110
7,4,7565
8,4,14328
9,4,15138
10,4,14043
11,4,13406
0,5,0
1,5,0
2,5,0
3,5,0
4,5,3728
5,5,9160
6,5,12057
7,5,10972
8,5,8987
9,5,11578
10,5,13745
11,5,14761
0,6,0
1,6,0
2,6,0
3,6,4425
4,6,14297
5,6,19097
6,6,20017
7,6,16919
8,6,11465
9,6,5822
10,6,3454
11,6,4763
0,7,0
1,7,0
2,7,0
3,7,7196
4,7,17471
5,7,24227
6,7,25611
7,7,23979
8,7,16440
9,7,4312
10,7,0
11,7,0
0,8,0
1,8,0
2,8,0
3,8,12868
4,8,20989
5,8,26964
6,8,27342
7,8,24897
8,8,17618
9,8,6949
10,8,0
11,8,0
0,9,0
1,9,0
2,9,0
3,9,6874
4,9,19696
5,9,26801
6,9,28219
7,9,27618
8,9,23211
9,9,12901
10,9,3250
11,9,3151
0,10,0
1,10,75
2,10,0
3,10,3676
4,10,19584
5,10,26343
6,10,27662
7,10,26356
8,10,21172
9,10,12665
10,10,7419
11,10,4610
0,11,0
1,11,325
2,11,30
3,11,0
4,11,8793
5,11,20534
6,11,25132
7,11,24258
8,11,19019
9,11,12008
10,11,4879
11,11,5520
