x-idx,y-idx,value
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
0,1,0
1,1,0
2,1,0
3,1,0
4,1,0
5,1,0
6,1,0
7,1,0
8,1,0
9,1,0
10,1,0
11,1,0
0,2,0
1,2,0
2,2,0
3,2,0
4,2,0
5,2,0
6,2,0
7,2,0
8,2,0
9,2,0
10,2,0
11,2,0
0,3,0
1,3,0
2,3,0
3,3,0
4,3,0
5,3,2277
6,3,1711
7,3,1913
8,3,0
9,3,0
10,3,0
11,3,0
0,4,138
1,4,126
2,4,0
3,4,0
4,4,1983
5,4,2924
6,4,2588
7,4,2610
8,4,1591
9,4,0
10,4,0
11,4,0
0,5,273
1,5,655
2,5,33
3,5,0
4,5,2248
5,5,2254
6,5,1828
7,5,1448
8,5,237
9,5,94
10,5,0
11,5,0
0,6,416
1,6,301
2,6,226
3,6,0
4,6,1635
5,6,1152
6,6,-1295
7,6,-2322
8,6,-118
9,6,0
10,6,0
11,6,0
0,7,-1442
1,7,-1715
2,7,397
3,7,0
4,7,0
5,7,0
6,7,-434
7,7,-2742
8,7,-2157
9,7,268
10,7,83
11,7,11
0,8,-1001
1,8,-1142
2,8,145
3,8,0
4,8,0
5,8,-12
6,8,-5193
7,8,-7564
8,8,-3831
9,8,594
10,8,592
11,8,588
0,9,-557
1,9,-485
2,9,-1075
3,9,0
4,9,0
5,9,-789
6,9,345
7,9,120
8,9,516
9,9,792
10,9,780
11,9,727
0,10,-548
1,10,-453
2,10,103
3,10,0
4,10,0
5,10,951
6,10,239
7,10,666
8,10,817
9,10,852
10,10,757
11,10,710
0,11,-43
1,11,-575
2,11,79
3,11,0
4,11,0
5,11,876
6,11,930
7,11,778
8,11,842
9,11,807
10,11,712
11,11,246
