x-idx,y-idx,value
0,0,0
1,0,0
2,0,0
3,0,1374
4,0,4753
5,0,7151
6,0,7488
7,0,6642
8,0,4023
9,0,200
10,0,0
11,0,0
0,1,0
1,1,0
2,1,1255
3,1,8086
4,1,12954
5,1,14958
6,1,14908
7,1,15108
8,1,13241
9,1,8791
10,1,2472
11,1,0
0,2,0
1,2,0
2,2,7091
3,2,14080
4,2,16887
5,2,17907
6,2,18176
7,2,17902
8,2,16745
9,2,13801
10,2,6567
11,2,0
0,3,0
1,3,0
2,3,9229
3,3,16355
4,3,17243
5,3,19270
6,3,19546
7,3,19367
8,3,18805
9,3,16933
10,3,11935
11,3,3801
0,4,839
1,4,877
2,4,13216
3,4,17775
4,4,19378
5,4,20136
6,4,19497
7,4,19539
8,4,18659
9,4,16648
10,4,12508
11,4,6494
0,5,1207
1,5,86
2,5,8933
3,5,16880
4,5,18987
5,5,19700
6,5,19301
7,5,18404
8,5,18241
9,5,17145
10,5,14302
11,5,7209
0,6,4095
1,6,559
2,6,9533
3,6,16677
4,6,17822
5,6,17437
6,6,17839
7,6,16846
8,6,16833
9,6,16031
10,6,12234
11,6,6853
0,7,6743
1,7,1121
2,7,3682
3,7,14026
4,7,14079
5,7,15454
6,7,15732
7,7,14812
8,7,15336
9,7,14581
10,7,11569
11,7,6215
0,8,6458
1,8,5387
2,8,3196
3,8,10858
4,8,11872
5,8,12845
6,8,12096
7,8,12376
8,8,13034
9,8,11627
10,8,6864
11,8,5718
0,9,6014
1,9,6845
2,9,5758
3,9,4264
4,9,5841
5,9,7944
6,9,8518
7,9,9272
8,9,9562
9,9,7103
10,9,2502
11,9,3598
0,10,5174
1,10,7211
2,10,8724
3,10,3696
4,10,690
5,10,367
6,10,1683
7,10,1797
8,10,509
9,10,0
10,10,1
11,10,4241
0,11,3690
1,11,5862
2,11,9589
3,11,9790
4,11,1329
5,11,19
6,11,24
7,11,219
8,11,0
9,11,0
10,11,109
11,11,4988
