x-idx,y-idx,value
0,0,0
1,0,-75
2,0,-681
3,0,426
4,0,1878
5,0,2757
6,0,2483
7,0,0
8,0,0
9,0,-273
10,0,1523
11,0,6142
0,1,0
1,1,0
2,1,-359
3,1,-97
4,1,1040
5,1,3688
6,1,5906
7,1,408
8,1,0
9,1,-11
10,1,1030
11,1,7468
0,2,0
1,2,0
2,2,-140
3,2,-75
4,2,1809
5,2,6811
6,2,10195
7,2,3565
8,2,0
9,2,0
10,2,1496
11,2,6207
0,3,0
1,3,0
2,3,-3
3,3,196
4,3,4062
5,3,8100
6,3,14515
7,3,13154
8,3,6047
9,3,842
10,3,1234
11,3,4733
0,4,0
1,4,0
2,4,0
3,4,3769
4,4,7974
5,4,11800
6,4,16576
7,4,15416
8,4,11020
9,4,2554
10,4,990
11,4,1719
0,5,0
1,5,0
2,5,0
3,5,1841
4,5,9377
5,5,14119
6,5,19288
7,5,17071
8,5,14766
9,5,7870
10,5,783
11,5,920
0,6,0
1,6,0
2,6,0
3,6,1638
4,6,11083
5,6,16896
6,6,20056
7,6,16643
8,6,13434
9,6,5515
10,6,-731
11,6,47
0,7,0
1,7,0
2,7,0
3,7,0
4,7,2646
5,7,11280
6,7,17259
7,7,15592
8,7,11872
9,7,3575
10,7,-151
11,7,-247
0,8,0
1,8,0
2,8,-5
3,8,0
4,8,0
5,8,6567
6,8,11042
7,8,8728
8,8,2989
9,8,0
10,8,0
11,8,-4
0,9,0
1,9,0
2,9,0
3,9,0
4,9,0
5,9,0
6,9,0
7,9,-43
8,9,0
9,9,0
10,9,0
11,9,0
0,10,0
1,10,0
2,10,0
3,10,0
4,10,0
5,10,0
6,10,0
7,10,0
8,10,0
9,10,0
10,10,0
11,10,0
0,11,0
1,11,0
2,11,0
3,11,0
4,11,0
5,11,0
6,11,0
7,11,0
8,11,0
9,11,0
10,11,0
11,11,0
