x-idx,y-idx,value
0,0,9400
1,0,15606
2,0,16674
3,0,18455
4,0,19996
5,0,23033
6,0,24622
7,0,24887
8,0,25229
9,0,25364
10,0,25515
11,0,24797
0,1,11488
1,1,13939
2,1,14860
3,1,16419
4,1,19133
5,1,21436
6,1,25133
7,1,25558
8,1,25852
9,1,26169
10,1,26068
11,1,25517
0,2,9675
1,2,14044
2,2,14601
3,2,16398
4,2,19202
5,2,21993
6,2,25170
7,2,25285
8,2,25101
9,2,24466
10,2,23666
11,2,24103
0,3,12145
1,3,16799
2,3,17327
3,3,18828
4,3,19334
5,3,23770
6,3,24668
7,3,24619
8,3,23786
9,3,23422
10,3,23084
11,3,23919
0,4,16657
1,4,23122
2,4,24269
3,4,24680
4,4,24619
5,4,24442
6,4,23799
7,4,24213
8,4,23868
9,4,23131
10,4,23321
11,4,23986
0,5,16252
1,5,22033
2,5,23836
3,5,24402
4,5,24435
5,5,24338
6,5,24294
7,5,24229
8,5,24356
9,5,23706
10,5,22719
11,5,23735
0,6,16297
1,6,22551
2,6,23743
3,6,24510
4,6,24406
5,6,24233
6,6,24128
7,6,24369
8,6,24624
9,6,24255
10,6,23319
11,6,23734
0,7,14926
1,7,18492
2,7,19715
3,7,21493
4,7,21623
5,7,24306
6,7,23256
7,7,24413
8,7,24664
9,7,24324
10,7,24319
11,7,23561
0,8,15495
1,8,18620
2,8,19300
3,8,20197
4,8,20080
5,8,22042
6,8,20629
7,8,24157
8,8,24548
9,8,24564
10,8,24781
11,8,23599
0,9,16943
1,9,19593
2,9,20327
3,9,21163
4,9,21252
5,9,23851
6,9,22376
7,9,24238
8,9,24345
9,9,24330
10,9,24697
11,9,23873
0,10,13809
1,10,21570
2,10,22127
3,10,22602
4,10,22695
5,10,22439
6,10,22541
7,10,22728
8,10,23067
9,10,23303
10,10,23546
11,10,22131
0,11,8841
1,11,17343
2,11,19480
3,11,19351
4,11,18821
5,11,18286
6,11,18205
7,11,18733
8,11,19624
9,11,20565
10,11,21319
11,11,19208
