x-idx,y-idx,value
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,43
8,0,484
9,0,939
10,0,1168
11,0,908
0,1,0
1,1,0
2,1,0
3,1,0
4,1,0
5,1,0
6,1,909
7,1,1545
8,1,2295
9,1,2543
10,1,3216
11,1,2510
0,2,0
1,2,0
2,2,0
3,2,0
4,2,22
5,2,887
6,2,3296
7,2,4874
8,2,5111
9,2,4603
10,2,4324
11,2,3701
0,3,0
1,3,0
2,3,0
3,3,0
4,3,0
5,3,1690
6,3,3220
7,3,7566
8,3,8944
9,3,7340
10,3,6712
11,3,6681
0,4,0
1,4,0
2,4,0
3,4,0
4,4,344
5,4,4048
6,4,4733
7,4,5757
8,4,10499
9,4,10736
10,4,9792
11,4,9618
0,5,0
1,5,0
2,5,0
3,5,0
4,5,3728
5,5,7462
6,5,9675
7,5,8528
8,5,6774
9,5,8834
10,5,9883
11,5,10642
0,6,0
1,6,0
2,6,0
3,6,4292
4,6,10778
5,6,13701
6,6,16706
7,6,12277
8,6,8933
9,6,4414
10,6,2646
11,6,3968
0,7,0
1,7,0
2,7,0
3,7,5486
4,7,11941
5,7,16901
6,7,20075
7,7,16918
8,7,11670
9,7,3623
10,7,0
11,7,0
0,8,0
1,8,0
2,8,0
3,8,9268
4,8,13650
5,8,21013
6,8,20255
7,8,16762
8,8,12181
9,8,5443
10,8,0
11,8,0
0,9,0
1,9,0
2,9,0
3,9,4966
4,9,13776
5,9,19197
6,9,20236
7,9,18671
8,9,15568
9,9,8777
10,9,2659
11,9,2428
0,10,0
1,10,75
2,10,0
3,10,3015
4,10,14029
5,10,18168
6,10,18668
7,10,17920
8,10,14554
9,10,8429
10,10,5677
11,10,3092
0,11,0
1,11,325
2,11,30
3,11,0
4,11,6391
5,11,14154
6,11,17174
7,11,16719
8,11,13234
9,11,8672
10,11,4082
11,11,4140
