x-idx,y-idx,value
0,0,0
1,0,0
2,0,0
3,0,2785
4,0,7373
5,0,9543
6,0,9706
7,0,8858
8,0,5218
9,0,644
10,0,0
11,0,0
0,1,0
1,1,0
2,1,2937
3,1,10634
4,1,14857
5,1,16279
6,1,16278
7,1,16304
8,1,14870
9,1,10704
10,1,3700
11,1,0
0,2,0
1,2,0
2,2,10188
3,2,15500
4,2,17971
5,2,18728
6,2,18877
7,2,18612
8,2,17654
9,2,15280
10,2,8139
11,2,92
0,3,118
1,3,0
2,3,12874
3,3,17540
4,3,18083
5,3,19846
6,3,19852
7,3,19737
8,3,19594
9,3,17645
10,3,13202
11,3,5450
0,4,1738
1,4,2773
2,4,15825
3,4,18644
4,4,19864
5,4,20678
6,4,20003
7,4,19841
8,4,19017
9,4,17378
10,4,13822
11,4,7778
0,5,2750
1,5,963
2,5,12959
3,5,18110
4,5,19606
5,5,20163
6,5,19957
7,5,18730
8,5,18622
9,5,17849
10,5,15227
11,5,8271
0,6,5621
1,6,1780
2,6,13636
3,6,17886
4,6,18368
5,6,17860
6,6,18414
7,6,17175
8,6,17126
9,6,16530
10,6,12987
11,6,7937
0,7,7663
1,7,2007
2,7,5607
3,7,16199
4,7,15117
5,7,16064
6,7,16511
7,7,15300
8,7,16034
9,7,15148
10,7,12452
11,7,7250
0,8,6833
1,8,6402
2,8,4602
3,8,15159
4,8,13240
5,8,14023
6,8,12821
7,8,13241
8,8,13935
9,8,12869
10,8,7261
11,8,6880
0,9,6514
1,9,6951
2,9,7428
3,9,5342
4,9,9821
5,9,10622
6,9,10358
7,9,10906
8,9,11389
9,9,10450
10,9,3184
11,9,5750
0,10,5831
1,10,7450
2,10,9932
3,10,4591
4,10,1323
5,10,2017
6,10,4085
7,10,4742
8,10,2465
9,10,0
10,10,144
11,10,5124
0,11,4643
1,11,6393
2,11,10587
3,11,10861
4,11,2126
5,11,515
6,11,427
7,11,671
8,11,120
9,11,0
10,11,826
11,11,6518
