x-idx,y-idx,value
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
0,1,0
1,1,0
2,1,0
3,1,0
4,1,0
5,1,0
6,1,795
7,1,0
8,1,0
9,1,0
10,1,0
11,1,0
0,2,0
1,2,0
2,2,0
3,2,0
4,2,540
5,2,1080
6,2,1069
7,2,1337
8,2,859
9,2,0
10,2,0
11,2,0
0,3,0
1,3,0
2,3,0
3,3,0
4,3,978
5,3,586
6,3,453
7,3,443
8,3,1230
9,3,974
10,3,0
11,3,0
0,4,117
1,4,0
2,4,0
3,4,1152
4,4,705
5,4,518
6,4,392
7,4,311
8,4,784
9,4,780
10,4,0
11,4,0
0,5,830
1,5,844
2,5,0
3,5,841
4,5,784
5,5,479
6,5,576
7,5,830
8,5,876
9,5,1537
10,5,1182
11,5,1
0,6,1021
1,6,898
2,6,0
3,6,188
4,6,653
5,6,401
6,6,808
7,6,611
8,6,833
9,6,471
10,6,902
11,6,356
0,7,974
1,7,1131
2,7,0
3,7,0
4,7,433
5,7,-516
6,7,-148
7,7,366
8,7,450
9,7,-296
10,7,619
11,7,249
0,8,762
1,8,1308
2,8,0
3,8,391
4,8,822
5,8,39
6,8,-880
7,8,-170
8,8,-295
9,8,566
10,8,388
11,8,166
0,9,760
1,9,817
2,9,532
3,9,927
4,9,1168
5,9,680
6,9,-423
7,9,1662
8,9,3473
9,9,4184
10,9,-181
11,9,153
0,10,658
1,10,799
2,10,0
3,10,974
4,10,469
5,10,773
6,10,1570
7,10,2495
8,10,3456
9,10,3113
10,10,1192
11,10,36
0,11,651
1,11,633
2,11,0
3,11,0
4,11,-23
5,11,746
6,11,1150
7,11,2510
8,11,4030
9,11,4663
10,11,2043
11,11,0
