x-idx,y-idx,value
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
0,1,0
1,1,0
2,1,0
3,1,0
4,1,0
5,1,0
6,1,835
7,1,0
8,1,0
9,1,0
10,1,0
11,1,0
0,2,0
1,2,0
2,2,0
3,2,0
4,2,952
5,2,7137
6,2,8931
7,2,6006
8,2,1101
9,2,0
10,2,0
11,2,0
0,3,0
1,3,0
2,3,0
3,3,0
4,3,7104
5,3,13510
6,3,14495
7,3,12918
8,3,9091
9,3,1573
10,3,0
11,3,0
0,4,117
1,4,0
2,4,0
3,4,6246
4,4,13740
5,4,16905
6,4,16451
7,4,15080
8,4,10811
9,4,3513
10,4,0
11,4,0
0,5,913
1,5,909
2,5,0
3,5,3467
4,5,12155
5,5,15864
6,5,16653
7,5,14821
8,5,13108
9,5,7741
10,5,1182
11,5,1
0,6,1834
1,6,1196
2,6,0
3,6,188
4,6,8830
5,6,11826
6,6,14507
7,6,11864
8,6,9425
9,6,4565
10,6,1125
11,6,493
0,7,2660
1,7,2833
2,7,0
3,7,0
4,7,4054
5,7,5382
6,7,8402
7,7,7968
8,7,6409
9,7,3395
10,7,1593
11,7,896
0,8,3002
1,8,3211
2,8,0
3,8,391
4,8,4165
5,8,3651
6,8,3974
7,8,3695
8,8,2747
9,8,2657
10,8,1498
11,8,938
0,9,3224
1,9,3351
2,9,532
3,9,1322
4,9,8150
5,9,8850
6,9,5673
7,9,5813
8,9,6829
9,9,7074
10,9,3543
11,9,709
0,10,3085
1,10,2934
2,10,0
3,10,2627
4,10,7819
5,10,8754
6,10,9337
7,10,9045
8,10,8122
9,10,7299
10,10,3687
11,10,36
0,11,2659
1,11,2743
2,11,0
3,11,0
4,11,5883
5,11,8008
6,11,8454
7,11,8678
8,11,8136
9,11,6778
10,11,2110
11,11,0
