x-idx,y-idx,value
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
0,1,0
1,1,0
2,1,0
3,1,0
4,1,0
5,1,0
6,1,0
7,1,0
8,1,0
9,1,0
10,1,0
11,1,0
0,2,0
1,2,0
2,2,0
3,2,0
4,2,0
5,2,0
6,2,0
7,2,3662
8,2,7651
9,2,7329
10,2,5889
11,2,2999
0,3,0
1,3,0
2,3,0
3,3,0
4,3,0
5,3,0
6,3,0
7,3,7651
8,3,13359
9,3,14346
10,3,11960
11,3,9423
0,4,0
1,4,0
2,4,0
3,4,0
4,4,0
5,4,0
6,4,29
7,4,12027
8,4,16019
9,4,16395
10,4,16040
11,4,15475
0,5,0
1,5,0
2,5,0
3,5,0
4,5,0
5,5,0
6,5,0
7,5,8855
8,5,15766
9,5,17094
10,5,16703
11,5,16540
0,6,0
1,6,0
2,6,0
3,6,0
4,6,0
5,6,295
6,6,0
7,6,4478
8,6,9513
9,6,10516
10,6,10021
11,6,9715
0,7,0
1,7,0
2,7,0
3,7,0
4,7,0
5,7,1036
6,7,1024
7,7,0
8,7,1268
9,7,4690
10,7,5299
11,7,3896
0,8,0
1,8,0
2,8,0
3,8,0
4,8,0
5,8,2421
6,8,2983
7,8,0
8,8,151
9,8,182
10,8,522
11,8,137
0,9,0
1,9,0
2,9,0
3,9,0
4,9,0
5,9,0
6,9,2851
7,9,3008
8,9,0
9,9,993
10,9,19
11,9,13
0,10,0
1,10,0
2,10,0
3,10,0
4,10,0
5,10,0
6,10,659
7,10,2385
8,10,1421
9,10,4
10,10,132
11,10,75
0,11,0
1,11,0
2,11,0
3,11,0
4,11,0
5,11,0
6,11,0
7,11,0
8,11,8
9,11,5
10,11,0
11,11,0
