x-idx,y-idx,value
0,0,3031
1,0,-801
2,0,-1042
3,0,-617
4,0,-1411
5,0,-732
6,0,1090
7,0,975
8,0,1144
9,0,1059
10,0,1114
11,0,1306
0,1,5514
1,1,-1346
2,1,-1656
3,1,-1586
4,1,-556
5,1,-1598
6,1,1046
7,1,1036
8,1,1182
9,1,1126
10,1,1113
11,1,1084
0,2,4700
1,2,-1016
2,2,-1610
3,2,-1244
4,2,-374
5,2,-1495
6,2,966
7,2,867
8,2,902
9,2,1045
10,2,979
11,2,965
0,3,4250
1,3,231
2,3,-27
3,3,24
4,3,-475
5,3,-122
6,3,863
7,3,975
8,3,903
9,3,851
10,3,888
11,3,872
0,4,6804
1,4,1072
2,4,961
3,4,875
4,4,895
5,4,992
6,4,856
7,4,848
8,4,836
9,4,813
10,4,770
11,4,832
0,5,6066
1,5,926
2,5,767
3,5,870
4,5,899
5,5,870
6,5,809
7,5,891
8,5,818
9,5,804
10,5,798
11,5,878
0,6,6037
1,6,465
2,6,602
3,6,724
4,6,732
5,6,784
6,6,818
7,6,838
8,6,820
9,6,785
10,6,741
11,6,808
0,7,2802
1,7,-361
2,7,-491
3,7,-479
4,7,-532
5,7,735
6,7,88
7,7,760
8,7,790
9,7,715
10,7,673
11,7,713
0,8,533
1,8,74
2,8,-153
3,8,-262
4,8,-238
5,8,-1588
6,8,239
7,8,576
8,8,808
9,8,669
10,8,681
11,8,676
0,9,366
1,9,-319
2,9,-238
3,9,-389
4,9,336
5,9,692
6,9,-814
7,9,814
8,9,812
9,9,749
10,9,632
11,9,699
0,10,3995
1,10,672
2,10,64
3,10,547
4,10,829
5,10,902
6,10,889
7,10,880
8,10,869
9,10,800
10,10,680
11,10,746
0,11,576
1,11,5319
2,11,1498
3,11,1365
4,11,1584
5,11,1743
6,11,1200
7,11,1724
8,11,1399
9,11,1117
10,11,951
11,11,1050
