x-idx,y-idx,value
0,0,0
1,0,0
2,0,0
3,0,2591
4,0,3858
5,0,4542
6,0,4392
7,0,4195
8,0,2313
9,0,644
10,0,0
11,0,0
0,1,0
1,1,0
2,1,2937
3,1,5520
4,1,4101
5,1,2930
6,1,2472
7,1,2566
8,1,3461
9,1,3951
10,1,2219
11,1,0
0,2,0
1,2,0
2,2,5702
3,2,3040
4,2,2077
5,2,1591
6,2,1349
7,2,1435
8,2,2068
9,2,3070
10,2,3091
11,2,92
0,3,118
1,3,0
2,3,7791
3,3,2572
4,3,1521
5,3,1280
6,3,850
7,3,939
8,3,1418
9,3,1754
10,3,2891
11,3,2834
0,4,1685
1,4,2773
2,4,5982
3,4,2059
4,4,1314
5,4,1034
6,4,955
7,4,632
8,4,885
9,4,1310
10,4,2593
11,4,2315
0,5,2322
1,5,963
2,5,7920
3,5,2528
4,5,1506
5,5,500
6,5,249
7,5,398
8,5,255
9,5,730
10,5,1946
11,5,2005
0,6,2145
1,6,1780
2,6,8595
3,6,2529
4,6,794
5,6,442
6,6,660
7,6,497
8,6,381
9,6,535
10,6,1642
11,6,1794
0,7,1285
1,7,1408
2,7,3892
3,7,5153
4,7,1837
5,7,1213
6,7,1046
7,7,529
8,7,999
9,7,1090
10,7,1167
11,7,1747
0,8,-362
1,8,2069
2,8,2641
3,8,9413
4,8,3168
5,8,1878
6,8,1272
7,8,1295
8,8,1861
9,8,2308
10,8,120
11,8,2021
0,9,79
1,9,-621
2,9,2743
3,9,2083
4,9,7011
5,9,5773
6,9,3844
7,9,3451
8,9,3723
9,9,6997
10,9,585
11,9,3073
0,10,395
1,10,-497
2,10,2039
3,10,1304
4,10,790
5,10,2017
6,10,4021
7,10,4685
8,10,2458
9,10,0
10,10,144
11,10,1663
0,11,719
1,11,17
2,11,1812
3,11,1859
4,11,866
5,11,378
6,11,302
7,11,279
8,11,120
9,11,0
10,11,826
11,11,2523
