x-idx,y-idx,value
0,0,1208
1,0,51
2,0,-737
3,0,269
4,0,0
5,0,0
6,0,0
7,0,768
8,0,464
9,0,113
10,0,0
11,0,0
0,1,441
1,1,-192
2,1,18
3,1,-283
4,1,0
5,1,0
6,1,0
7,1,656
8,1,600
9,1,272
10,1,128
11,1,75
0,2,979
1,2,158
2,2,91
3,2,-162
4,2,0
5,2,0
6,2,0
7,2,418
8,2,213
9,2,97
10,2,0
11,2,1
0,3,613
1,3,202
2,3,-324
3,3,124
4,3,-205
5,3,223
6,3,0
7,3,0
8,3,0
9,3,0
10,3,0
11,3,0
0,4,483
1,4,188
2,4,-249
3,4,-743
4,4,-212
5,4,338
6,4,0
7,4,0
8,4,0
9,4,0
10,4,0
11,4,0
0,5,556
1,5,206
2,5,241
3,5,264
4,5,203
5,5,414
6,5,1044
7,5,0
8,5,0
9,5,0
10,5,0
11,5,0
0,6,808
1,6,418
2,6,232
3,6,222
4,6,373
5,6,624
6,6,1191
7,6,0
8,6,0
9,6,0
10,6,0
11,6,0
0,7,1121
1,7,692
2,7,401
3,7,432
4,7,432
5,7,882
6,7,1074
7,7,0
8,7,0
9,7,0
10,7,0
11,7,0
0,8,0
1,8,1368
2,8,877
3,8,670
4,8,360
5,8,1053
6,8,0
7,8,0
8,8,0
9,8,0
10,8,0
11,8,0
0,9,0
1,9,0
2,9,0
3,9,493
4,9,0
5,9,0
6,9,0
7,9,0
8,9,0
9,9,0
10,9,0
11,9,0
0,10,0
1,10,0
2,10,0
3,10,0
4,10,0
5,10,0
6,10,0
7,10,0
8,10,0
9,10,0
10,10,0
11,10,0
0,11,0
1,11,0
2,11,0
3,11,0
4,11,0
5,11,0
6,11,0
7,11,0
8,11,0
9,11,0
10,11,0
11,11,0
