x-idx,y-idx,value
0,0,0
1,0,0
2,0,0
3,0,338
4,0,2211
5,0,3088
6,0,3360
7,0,2879
8,0,1664
9,0,0
10,0,0
11,0,0
0,1,0
1,1,0
2,1,564
3,1,3818
4,1,6233
5,1,7350
6,1,7520
7,1,7292
8,1,6303
9,1,3972
10,1,740
11,1,0
0,2,0
1,2,0
2,2,3366
3,2,6695
4,2,8179
5,2,8870
6,2,8967
7,2,8939
8,2,7993
9,2,5950
10,2,2667
11,2,0
0,3,0
1,3,0
2,3,4528
3,3,8046
4,3,8517
5,3,9665
6,3,9732
7,3,9587
8,3,8923
9,3,7842
10,3,5544
11,3,1442
0,4,584
1,4,80
2,4,6540
3,4,8903
4,4,9697
5,4,9918
6,4,9937
7,4,9691
8,4,9314
9,4,8160
10,4,6151
11,4,3034
0,5,632
1,5,35
2,5,4554
3,5,8445
4,5,9486
5,5,9350
6,5,9288
7,5,9301
8,5,9139
9,5,8552
10,5,7035
11,5,3636
0,6,2029
1,6,215
2,6,4545
3,6,8378
4,6,8963
5,6,8452
6,6,8275
7,6,8408
8,6,8352
9,6,8103
10,6,6051
11,6,3387
0,7,3406
1,7,655
2,7,1810
3,7,7049
4,7,7093
5,7,7456
6,7,7265
7,7,7423
8,7,7708
9,7,7264
10,7,5866
11,7,3026
0,8,3309
1,8,3050
2,8,1564
3,8,5403
4,8,5780
5,8,5933
6,8,5767
7,8,6088
8,8,6500
9,8,5891
10,8,3443
11,8,2962
0,9,3127
1,9,3412
2,9,3145
3,9,2130
4,9,2793
5,9,3866
6,9,4159
7,9,4617
8,9,4720
9,9,3541
10,9,1219
11,9,1744
0,10,2592
1,10,3529
2,10,4458
3,10,1674
4,10,260
5,10,282
6,10,964
7,10,947
8,10,252
9,10,0
10,10,5
11,10,2242
0,11,1856
1,11,2942
2,11,4852
3,11,4966
4,11,626
5,11,0
6,11,0
7,11,112
8,11,0
9,11,0
10,11,86
11,11,2605
