x-idx,y-idx,value
0,0,949
1,0,1852
2,0,1400
3,0,0
4,0,0
5,0,0
6,0,0
7,0,158
8,0,0
9,0,0
10,0,0
11,0,0
0,1,1787
1,1,2706
2,1,1622
3,1,460
4,1,0
5,1,0
6,1,0
7,1,157
8,1,0
9,1,0
10,1,0
11,1,0
0,2,3143
1,2,4533
2,2,3913
3,2,2121
4,2,0
5,2,0
6,2,0
7,2,0
8,2,0
9,2,0
10,2,0
11,2,0
0,3,5433
1,3,7508
2,3,7166
3,3,6051
4,3,4011
5,3,413
6,3,0
7,3,0
8,3,0
9,3,0
10,3,0
11,3,0
0,4,6599
1,4,8655
2,4,8860
3,4,8676
4,4,7011
5,4,3535
6,4,0
7,4,0
8,4,0
9,4,0
10,4,0
11,4,0
0,5,6420
1,5,8551
2,5,9220
3,5,9109
4,5,8535
5,5,6634
6,5,2270
7,5,0
8,5,0
9,5,0
10,5,0
11,5,0
0,6,4379
1,6,8141
2,6,8860
3,6,9023
4,6,8232
5,6,5684
6,6,592
7,6,0
8,6,0
9,6,0
10,6,0
11,6,0
0,7,958
1,7,5348
2,7,7559
3,7,8118
4,7,6564
5,7,4643
6,7,0
7,7,0
8,7,0
9,7,0
10,7,0
11,7,0
0,8,0
1,8,1443
2,8,4319
3,8,5192
4,8,3070
5,8,0
6,8,0
7,8,0
8,8,0
9,8,0
10,8,0
11,8,0
0,9,0
1,9,0
2,9,0
3,9,0
4,9,0
5,9,0
6,9,0
7,9,0
8,9,0
9,9,0
10,9,0
11,9,0
0,10,0
1,10,0
2,10,0
3,10,0
4,10,0
5,10,0
6,10,0
7,10,0
8,10,0
9,10,0
10,10,0
11,10,0
0,11,0
1,11,0
2,11,0
3,11,0
4,11,0
5,11,0
6,11,0
7,11,0
8,11,0
9,11,0
10,11,0
11,11,0
