x-idx,y-idx,value
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,23
10,0,75
11,0,0
0,1,0
1,1,0
2,1,0
3,1,0
4,1,0
5,1,0
6,1,13
7,1,335
8,1,614
9,1,747
10,1,808
11,1,724
0,2,0
1,2,0
2,2,0
3,2,0
4,2,0
5,2,12
6,2,510
7,2,1407
8,2,1686
9,2,1554
10,2,1346
11,2,1162
0,3,0
1,3,0
2,3,0
3,3,0
4,3,0
5,3,60
6,3,824
7,3,1736
8,3,3281
9,3,3112
10,3,2720
11,3,2553
0,4,0
1,4,0
2,4,0
3,4,0
4,4,0
5,4,1024
6,4,1750
7,4,2045
8,4,3905
9,4,4623
10,4,4424
11,4,4028
0,5,0
1,5,0
2,5,0
3,5,0
4,5,603
5,5,2284
6,5,3025
7,5,2909
8,5,2501
9,5,2433
10,5,4086
11,5,4101
0,6,0
1,6,0
2,6,0
3,6,990
4,6,4073
5,6,5677
6,6,5926
7,6,4886
8,6,2988
9,6,1699
10,6,977
11,6,759
0,7,0
1,7,0
2,7,0
3,7,2034
4,7,5314
5,7,7571
6,7,8063
7,7,7584
8,7,5040
9,7,944
10,7,0
11,7,0
0,8,0
1,8,0
2,8,0
3,8,3847
4,8,7437
5,8,8635
6,8,8718
7,8,8196
8,8,5372
9,8,1754
10,8,0
11,8,0
0,9,0
1,9,0
2,9,0
3,9,2046
4,9,5733
5,9,8601
6,9,9091
7,9,8856
8,9,7318
9,9,4003
10,9,523
11,9,966
0,10,0
1,10,0
2,10,0
3,10,1128
4,10,6169
5,10,8494
6,10,8923
7,10,8446
8,10,6407
9,10,3880
10,10,1403
11,10,1862
0,11,0
1,11,0
2,11,0
3,11,0
4,11,2900
5,11,6597
6,11,7869
7,11,7561
8,11,5869
9,11,3398
10,11,1132
11,11,1701
