x-idx,y-idx,value
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
0,1,0
1,1,0
2,1,0
3,1,0
4,1,0
5,1,0
6,1,0
7,1,0
8,1,0
9,1,0
10,1,0
11,1,0
0,2,0
1,2,0
2,2,0
3,2,0
4,2,0
5,2,0
6,2,0
7,2,0
8,2,0
9,2,0
10,2,0
11,2,0
0,3,0
1,3,0
2,3,0
3,3,0
4,3,0
5,3,495
6,3,1235
7,3,649
8,3,0
9,3,0
10,3,0
11,3,0
0,4,0
1,4,0
2,4,0
3,4,0
4,4,654
5,4,2408
6,4,2821
7,4,1895
8,4,392
9,4,0
10,4,0
11,4,0
0,5,133
1,5,330
2,5,0
3,5,0
4,5,4
5,5,3098
6,5,3956
7,5,3530
8,5,2296
9,5,0
10,5,0
11,5,0
0,6,536
1,6,557
2,6,0
3,6,0
4,6,0
5,6,1980
6,6,3146
7,6,2816
8,6,1583
9,6,0
10,6,0
11,6,0
0,7,1773
1,7,2483
2,7,369
3,7,0
4,7,0
5,7,0
6,7,607
7,7,2072
8,7,1980
9,7,54
10,7,0
11,7,0
0,8,2015
1,8,2649
2,8,300
3,8,0
4,8,0
5,8,12
6,8,2438
7,8,3278
8,8,1915
9,8,367
10,8,197
11,8,63
0,9,1999
1,9,2549
2,9,1692
3,9,0
4,9,0
5,9,909
6,9,2494
7,9,2519
8,9,1445
9,9,727
10,9,394
11,9,213
0,10,1740
1,10,2087
2,10,193
3,10,0
4,10,0
5,10,1372
6,10,1990
7,10,1491
8,10,976
9,10,635
10,10,330
11,10,163
0,11,1235
1,11,1709
2,11,298
3,11,0
4,11,0
5,11,763
6,11,1428
7,11,1327
8,11,773
9,11,371
10,11,147
11,11,0
