x-idx,y-idx,value
0,0,560
1,0,231
2,0,-636
3,0,632
4,0,0
5,0,0
6,0,0
7,0,876
8,0,694
9,0,408
10,0,226
11,0,0
0,1,573
1,1,14
2,1,278
3,1,-265
4,1,0
5,1,0
6,1,0
7,1,381
8,1,672
9,1,541
10,1,358
11,1,258
0,2,1256
1,2,102
2,2,184
3,2,-51
4,2,-106
5,2,0
6,2,0
7,2,334
8,2,272
9,2,243
10,2,150
11,2,236
0,3,807
1,3,314
2,3,-371
3,3,92
4,3,-163
5,3,246
6,3,0
7,3,0
8,3,0
9,3,0
10,3,0
11,3,0
0,4,724
1,4,268
2,4,-233
3,4,-879
4,4,-430
5,4,318
6,4,0
7,4,0
8,4,0
9,4,0
10,4,0
11,4,0
0,5,810
1,5,397
2,5,258
3,5,281
4,5,228
5,5,270
6,5,1080
7,5,0
8,5,0
9,5,0
10,5,0
11,5,0
0,6,1014
1,6,607
2,6,276
3,6,284
4,6,474
5,6,770
6,6,1308
7,6,0
8,6,0
9,6,0
10,6,0
11,6,0
0,7,1490
1,7,967
2,7,516
3,7,546
4,7,583
5,7,896
6,7,1536
7,7,0
8,7,0
9,7,0
10,7,0
11,7,0
0,8,0
1,8,1539
2,8,1085
3,8,779
4,8,1140
5,8,1280
6,8,0
7,8,0
8,8,0
9,8,0
10,8,0
11,8,0
0,9,0
1,9,0
2,9,0
3,9,751
4,9,0
5,9,0
6,9,0
7,9,0
8,9,0
9,9,0
10,9,0
11,9,0
0,10,0
1,10,0
2,10,0
3,10,0
4,10,0
5,10,0
6,10,0
7,10,0
8,10,0
9,10,0
10,10,0
11,10,0
0,11,0
1,11,0
2,11,0
3,11,0
4,11,0
5,11,0
6,11,0
7,11,0
8,11,0
9,11,0
10,11,0
11,11,0
