x-idx,y-idx,value
0,0,584
1,0,1582
2,0,1349
3,0,0
4,0,0
5,0,0
6,0,0
7,0,144
8,0,0
9,0,0
10,0,0
11,0,0
0,1,1517
1,1,2544
2,1,1596
3,1,495
4,1,0
5,1,0
6,1,0
7,1,0
8,1,0
9,1,0
10,1,0
11,1,0
0,2,2632
1,2,4486
2,2,3827
3,2,2245
4,2,106
5,2,0
6,2,0
7,2,0
8,2,0
9,2,0
10,2,0
11,2,0
0,3,5075
1,3,7291
2,3,7256
3,3,5997
4,3,4135
5,3,721
6,3,0
7,3,0
8,3,0
9,3,0
10,3,0
11,3,0
0,4,5983
1,4,8411
2,4,8885
3,4,8584
4,4,6789
5,4,3517
6,4,0
7,4,0
8,4,0
9,4,0
10,4,0
11,4,0
0,5,5781
1,5,8169
2,5,8831
3,5,8903
4,5,8448
5,5,6571
6,5,2361
7,5,0
8,5,0
9,5,0
10,5,0
11,5,0
0,6,3878
1,6,7868
2,6,8814
3,6,8804
4,6,7988
5,6,5314
6,6,597
7,6,0
8,6,0
9,6,0
10,6,0
11,6,0
0,7,282
1,7,5021
2,7,7324
3,7,7796
4,7,6795
5,7,4649
6,7,0
7,7,0
8,7,0
9,7,0
10,7,0
11,7,0
0,8,0
1,8,1425
2,8,4082
3,8,4900
4,8,3467
5,8,0
6,8,0
7,8,0
8,8,0
9,8,0
10,8,0
11,8,0
0,9,0
1,9,0
2,9,0
3,9,0
4,9,0
5,9,0
6,9,0
7,9,0
8,9,0
9,9,0
10,9,0
11,9,0
0,10,0
1,10,0
2,10,0
3,10,0
4,10,0
5,10,0
6,10,0
7,10,0
8,10,0
9,10,0
10,10,0
11,10,0
0,11,0
1,11,0
2,11,0
3,11,0
4,11,0
5,11,0
6,11,0
7,11,0
8,11,0
9,11,0
10,11,0
11,11,0
